date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:23:55	64711/64711	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:23:52%20GMT	https://oliverrice.net/post/615341162470965248	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615341162470965248.html	(from https://oliverrice.net/tagged/magazine)
09:23:55	388517/388517	---M--	200	added ('OK')	image/jpeg	etag:%22a307c420fd1de44c1955e6da2f135893-1498089600-b93400b%22	https://64.media.tumblr.com/582b8452c3117d354bff42ec36b56d7c/9b74e6b083ffd917-a1/s1280x1920/a14a384993e7a0807768cf4a91e8eae56cc6f748.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/582b8452c3117d354bff42ec36b56d7c/9b74e6b083ffd917-a1/s1280x1920/tumblr_582b8452c3117d354bff42ec36b56d7c_a14a3849_1280.jpg	(from https://oliverrice.net/tagged/magazine)
09:23:58	75615/75615	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:23:56%20GMT	https://oliverrice.net/tagged/graphic-design	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/graphic-design.html	(from https://oliverrice.net/tagged/magazine)
09:23:59	65275/65275	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:23:57%20GMT	https://oliverrice.net/post/615340832296402944	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615340832296402944.html	(from https://oliverrice.net/tagged/magazine)
09:23:59	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:23:57%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615341162470965248&media=https://64.media.tumblr.com/06cb94645e465501678410ebe405c06f/5627aac4f63260e8-97/s500x750/c31de2b379e7a7b582540aba89e098b92dc993a9.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/index8d29.html	(from https://oliverrice.net/tagged/magazine)
09:24:00	69380/69380	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:23:58%20GMT	https://oliverrice.net/tagged/magazine/page/2	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/magazine/page/2.html	(from https://oliverrice.net/tagged/magazine)
09:24:00	58432/58432	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:23:59%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615420161706606592	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blog2d07	(from https://oliverrice.net/post/615420161706606592)
09:24:01	602272/602272	---M--	200	added ('OK')	image/jpeg	etag:%22b28849835996627830eec82f4b56de4d-1498089600-b93400b%22	https://64.media.tumblr.com/06cb94645e465501678410ebe405c06f/5627aac4f63260e8-97/s1280x1920/44f76f20a3de5f800a801ac45dce3664e9d2c206.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/06cb94645e465501678410ebe405c06f/5627aac4f63260e8-97/s1280x1920/tumblr_06cb94645e465501678410ebe405c06f_44f76f20_1280.jpg	(from https://oliverrice.net/tagged/magazine)
09:24:01	58401/58401	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:00%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615420161706606592	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blog3b67	(from https://oliverrice.net/post/615420161706606592)
09:24:02	40126/40126	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:00%20GMT	https://oliverrice.net/post/615420161706606592/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615420161706606592/amp.html	(from https://oliverrice.net/post/615420161706606592)
09:24:02	14855/14855	---M-Z	200	added ('OK')	text/html	etag:W/%223a07-1EtChGttfxsVOVHcistJe3chOxM%22	https://oliverrice.net/image/615420161706606592	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615420161706606592.html	(from https://oliverrice.net/post/615420161706606592)
09:24:05	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:24:03%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420161706606592%26media=https://64.media.tumblr.com/36b4054973d6f6df78f77e1d69c14645/39a31614dcab5805-07/s500x750/9047c4daccf73a25c06be6d8d6a7bf2c7b9c6b31.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/index2c69.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420161706606592&media=https://64.media.tumblr.com/36b4054973d6f6df78f77e1d69c14645/39a31614dcab5805-07/s500x750/9047c4daccf73a25c06be6d8d6a7bf2c7b9c6b31.jpg)
09:24:06	58431/58431	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:04%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615419575008477184	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/bloga0dd	(from https://oliverrice.net/post/615419575008477184)
09:24:07	58403/58403	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:06%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615419575008477184	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blogdea6	(from https://oliverrice.net/post/615419575008477184)
09:24:08	40126/40126	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:07%20GMT	https://oliverrice.net/post/615419575008477184/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615419575008477184/amp.html	(from https://oliverrice.net/post/615419575008477184)
09:24:09	14855/14855	---M-Z	200	added ('OK')	text/html	etag:W/%223a07-jIZ7QweIRz64uWEnuqgq/tFw4ug%22	https://oliverrice.net/image/615419575008477184	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615419575008477184.html	(from https://oliverrice.net/post/615419575008477184)
09:24:11	58507/58507	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:09%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615372011196252160	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blog8553	(from https://oliverrice.net/post/615372011196252160)
09:24:11	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:24:09%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615419575008477184%26media=https://64.media.tumblr.com/92ea9c0975ea2acd51d834686df43a5d/f67c9f7d0ea663dd-21/s500x750/0da2d3f035de1f8b3723897757cfbcd7ba1600ca.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/indexa53f.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615419575008477184&media=https://64.media.tumblr.com/92ea9c0975ea2acd51d834686df43a5d/f67c9f7d0ea663dd-21/s500x750/0da2d3f035de1f8b3723897757cfbcd7ba1600ca.jpg)
09:24:12	58403/58403	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:10%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615372011196252160	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blog11b5	(from https://oliverrice.net/post/615372011196252160)
09:24:13	40126/40126	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:11%20GMT	https://oliverrice.net/post/615372011196252160/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615372011196252160/amp.html	(from https://oliverrice.net/post/615372011196252160)
09:24:13	14855/14855	---M-Z	200	added ('OK')	text/html	etag:W/%223a07-owGu53ObtDGqFPiU8JAt62RkMwA%22	https://oliverrice.net/image/615372011196252160	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615372011196252160.html	(from https://oliverrice.net/post/615372011196252160)
09:24:15	58431/58431	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:13%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615347956277821440	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blogc905	(from https://oliverrice.net/post/615347956277821440)
09:24:15	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:24:14%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615372011196252160%26media=https://64.media.tumblr.com/524cf209a9fcb1f6ec90df77fea36f06/1284e8948b985af5-c3/s500x750/80a49a189f07b9c9a7c0b3b62f0da092e035ea44.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/index8407.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615372011196252160&media=https://64.media.tumblr.com/524cf209a9fcb1f6ec90df77fea36f06/1284e8948b985af5-c3/s500x750/80a49a189f07b9c9a7c0b3b62f0da092e035ea44.jpg)
09:24:16	58439/58439	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:14%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615347956277821440	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blog51b8	(from https://oliverrice.net/post/615347956277821440)
09:24:16	40128/40128	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:15%20GMT	https://oliverrice.net/post/615347956277821440/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615347956277821440/amp.html	(from https://oliverrice.net/post/615347956277821440)
09:24:17	15408/15408	---M-Z	200	added ('OK')	text/html	etag:W/%223c30-48SgPOmdWBu4s44nYftrTdoBti4%22	https://oliverrice.net/image/615347956277821440	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615347956277821440.html	(from https://oliverrice.net/post/615347956277821440)
09:24:18	58468/58468	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:16%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615347934488363008	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blogff58	(from https://oliverrice.net/post/615347934488363008)
09:24:19	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:24:17%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347956277821440%26media=https://64.media.tumblr.com/c298dce4b58d7e164541575f716610bd/60a1de4131ecee4f-06/s500x750/cd492e94edcc45bb1c1632a4d6175d6e78521a8f.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/indexfee1.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347956277821440&media=https://64.media.tumblr.com/c298dce4b58d7e164541575f716610bd/60a1de4131ecee4f-06/s500x750/cd492e94edcc45bb1c1632a4d6175d6e78521a8f.png)
09:24:19	58440/58440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:17%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615347934488363008	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blog4fa9	(from https://oliverrice.net/post/615347934488363008)
09:24:20	40189/40189	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:18%20GMT	https://oliverrice.net/post/615347934488363008/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615347934488363008/amp.html	(from https://oliverrice.net/post/615347934488363008)
09:24:20	15408/15408	---M-Z	200	added ('OK')	text/html	etag:W/%223c30-xi5962GOdlN4EB+PqbXMaWV02xQ%22	https://oliverrice.net/image/615347934488363008	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615347934488363008.html	(from https://oliverrice.net/post/615347934488363008)
09:24:21	58493/58493	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:20%20GMT	https://oliverrice.net/tagged/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615346370009776128	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/android-app_/com.tumblr/tumblr/x-callback-url/blog3a0c	(from https://oliverrice.net/tagged/photo)
09:24:22	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:24:21%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347934488363008%26media=https://64.media.tumblr.com/76a534e04bcac56b1bd8b9999a642cc4/f1fb0b046d162dd2-e2/s500x750/f9007fc3a6da8941efb1e216c623406013df42ad.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/index7678.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347934488363008&media=https://64.media.tumblr.com/76a534e04bcac56b1bd8b9999a642cc4/f1fb0b046d162dd2-e2/s500x750/f9007fc3a6da8941efb1e216c623406013df42ad.png)
09:24:23	58394/58394	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:22%20GMT	https://oliverrice.net/tagged/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615346370009776128	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/ios-app_/305343404/tumblr/x-callback-url/blog0492	(from https://oliverrice.net/tagged/photo)
09:24:25	64514/64514	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:23%20GMT	https://oliverrice.net/post/615420422215876608	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615420422215876608.html	(from https://oliverrice.net/tagged/photo)
09:24:27	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:24:26%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420422215876608&media=https://64.media.tumblr.com/fe5572d503a3df10a516276ee6cb0f8e/dcb8784dc2168baa-78/s500x750/eb1f35ce59a05c30e3e29462dd649ae20f1293ad.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexa0db.html	(from https://oliverrice.net/tagged/photo)
09:24:28	64514/64514	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:26%20GMT	https://oliverrice.net/post/615419155587497984	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615419155587497984.html	(from https://oliverrice.net/tagged/photo)
09:24:28	510484/510484	---M--	200	added ('OK')	image/png	etag:%22ac188dc278bb1d454b0096c5a212bd37-1498089600-b93400b%22	https://64.media.tumblr.com/fe5572d503a3df10a516276ee6cb0f8e/dcb8784dc2168baa-78/s1280x1920/0f6204cc3d6f7a3ac02cba451ded942e96700bfc.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/fe5572d503a3df10a516276ee6cb0f8e/dcb8784dc2168baa-78/s1280x1920/tumblr_fe5572d503a3df10a516276ee6cb0f8e_0f6204cc_1280.png	(from https://oliverrice.net/tagged/photo)
09:24:29	64514/64514	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:27%20GMT	https://oliverrice.net/post/615348040205762560	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615348040205762560.html	(from https://oliverrice.net/tagged/photo)
09:24:30	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:24:28%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615419155587497984&media=https://64.media.tumblr.com/5f771a9e2b60d985c590056916f6ca00/5276044ee35f9140-e7/s500x750/6ef12b35e82f744520e6076d18291d5326a06c6b.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/index3217.html	(from https://oliverrice.net/tagged/photo)
09:24:30	282454/282454	---M--	200	added ('OK')	image/jpeg	etag:%221d39d26925691893b230b5e7ea2618a0-1498089600-b93400b%22	https://64.media.tumblr.com/fbd713853bac829ebd1df8863a15bbcd/fffb883d6261ea92-e4/s1280x1920/36fd9d29cbeb39f1a55e1a0929a9ad2164f8f8c6.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/fbd713853bac829ebd1df8863a15bbcd/fffb883d6261ea92-e4/s1280x1920/tumblr_fbd713853bac829ebd1df8863a15bbcd_36fd9d29_1280.jpg	(from https://oliverrice.net/tagged/photo)
09:24:30	64551/64551	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:29%20GMT	https://oliverrice.net/post/615347492499914753	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615347492499914753.html	(from https://oliverrice.net/tagged/photo)
09:24:31	271787/271787	---M--	200	added ('OK')	image/jpeg	etag:%22bee1f0174f891e6d85cc206d289580b3-1498089600-b93400b%22	https://64.media.tumblr.com/52623aeb912d546f678521f460219e1c/1f1a41e4045ac70b-ff/s1280x1920/488a1e544601b5998a3e3979a5a4008e531c7b9c.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/52623aeb912d546f678521f460219e1c/1f1a41e4045ac70b-ff/s1280x1920/tumblr_52623aeb912d546f678521f460219e1c_488a1e54_1280.jpg	(from https://oliverrice.net/tagged/photo)
09:24:31	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:24:30%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615348040205762560&media=https://64.media.tumblr.com/fbd713853bac829ebd1df8863a15bbcd/fffb883d6261ea92-e4/s500x750/a3648f30dea2f6207e830692ac8462c6f4b53aed.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexa61b.html	(from https://oliverrice.net/tagged/photo)
09:24:31	64591/64591	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:30%20GMT	https://oliverrice.net/post/615346370009776128	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615346370009776128.html	(from https://oliverrice.net/tagged/photo)
09:24:32	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:24:31%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347492499914753&media=https://64.media.tumblr.com/52623aeb912d546f678521f460219e1c/1f1a41e4045ac70b-ff/s500x750/2b8b57da771b469626f7050c486695341e6b5a42.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexde05.html	(from https://oliverrice.net/tagged/photo)
09:24:32	943932/943932	---M--	200	added ('OK')	image/png	etag:%22a30a483983fb16ecbc16e2f0d679ee16-1498089600-b93400b%22	https://64.media.tumblr.com/5f771a9e2b60d985c590056916f6ca00/5276044ee35f9140-e7/s1280x1920/8b439bd73c17d90e3eb50a242c837fd4945b585e.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/5f771a9e2b60d985c590056916f6ca00/5276044ee35f9140-e7/s1280x1920/tumblr_5f771a9e2b60d985c590056916f6ca00_8b439bd7_1280.png	(from https://oliverrice.net/tagged/photo)
09:24:33	129743/129743	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:31%20GMT	https://oliverrice.net/tagged/photo/page/2	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/photo/page/2.html	(from https://oliverrice.net/tagged/photo)
09:24:34	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:24:32%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615346370009776128&media=https://64.media.tumblr.com/2142735b18c0bcece387bc0227ef6d92/6c60af586dac1e6f-70/s500x750/af9e871476f446d7c9bfa4550c7acae39d7daa5f.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/index86a3.html	(from https://oliverrice.net/tagged/photo)
09:24:34	543599/543599	---M--	200	added ('OK')	image/jpeg	etag:%22fff0fd75c4b3cb1adbeb0eecb02bb271-1498089600-b93400b%22	https://64.media.tumblr.com/2142735b18c0bcece387bc0227ef6d92/6c60af586dac1e6f-70/s1280x1920/707d685ab9632b26340944d183bb4867fae4034b.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/2142735b18c0bcece387bc0227ef6d92/6c60af586dac1e6f-70/s1280x1920/tumblr_2142735b18c0bcece387bc0227ef6d92_707d685a_1280.jpg	(from https://oliverrice.net/tagged/photo)
09:24:36	58467/58467	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:34%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615347571450363904	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blog.1fce59c.delayed	(from https://oliverrice.net/post/615347571450363904)
09:24:37	58403/58403	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:35%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615347571450363904	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blog99ba	(from https://oliverrice.net/post/615347571450363904)
09:24:38	40134/40134	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:36%20GMT	https://oliverrice.net/post/615347571450363904/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615347571450363904/amp.html	(from https://oliverrice.net/post/615347571450363904)
09:24:39	15420/15420	---M-Z	200	added ('OK')	text/html	etag:W/%223c3c-EZwzHikNQc7ZSN8EczVa6336byQ%22	https://oliverrice.net/image/615347571450363904	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615347571450363904.html	(from https://oliverrice.net/post/615347571450363904)
09:24:40	58464/58464	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:39%20GMT	https://oliverrice.net/tagged/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615342554386464768	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/android-app_/com.tumblr/tumblr/x-callback-url/blog550d	(from https://oliverrice.net/tagged/sketchbook)
09:24:41	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:24:40%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347571450363904%26media=https://64.media.tumblr.com/9e1f0baa90bbede53024516b7222c363/650c5af5dc2b6b77-51/s500x750/edf6259635712b0d34378054f42c5adbb514ffb0.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/index5937.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615347571450363904&media=https://64.media.tumblr.com/9e1f0baa90bbede53024516b7222c363/650c5af5dc2b6b77-51/s500x750/edf6259635712b0d34378054f42c5adbb514ffb0.jpg)
09:24:41	58403/58403	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:40%20GMT	https://oliverrice.net/tagged/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615342554386464768	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/ios-app_/305343404/tumblr/x-callback-url/blog0064	(from https://oliverrice.net/tagged/sketchbook)
09:24:42	64685/64685	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:40%20GMT	https://oliverrice.net/post/615342554386464768	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615342554386464768.html	(from https://oliverrice.net/tagged/sketchbook)
09:24:45	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:24:44%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615342554386464768&media=https://64.media.tumblr.com/7f9abf7165da5d9b9fd4b9994ece8b3a/e9d67e3156d28da9-89/s500x750/e4d5944475a95bf2e669a1861b5ca14dee0c675f.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexb525.html	(from https://oliverrice.net/tagged/sketchbook)
09:24:45	557335/557335	---M--	200	added ('OK')	image/jpeg	etag:%2249227049765f1661d06fe4a203a01fd6-1498089600-b93400b%22	https://64.media.tumblr.com/7f9abf7165da5d9b9fd4b9994ece8b3a/e9d67e3156d28da9-89/s1280x1920/35275add2e8f557a535231ae6bd3cca490cce2cd.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/7f9abf7165da5d9b9fd4b9994ece8b3a/e9d67e3156d28da9-89/s1280x1920/tumblr_7f9abf7165da5d9b9fd4b9994ece8b3a_35275add_1280.jpg	(from https://oliverrice.net/tagged/sketchbook)
09:24:47	81952/81952	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:24:43%20GMT	https://oliverrice.net/tagged/type	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/type.html	(from https://oliverrice.net/tagged/sketchbook)
09:24:47	58468/58468	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:24:45%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615347402128474112	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blog20be	(from https://oliverrice.net/post/615347402128474112)
